FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp,action,Hand_Health
-101.0,-58.0,-96.0,50.0,1.0,-19.25,23.94,0.04,-0.0,-3.52,8.52,2023-11-28 19:41:12,1,1
-106.0,-58.0,-96.0,58.0,12.0,-19.06,24.87,-0.08,-0.04,-3.9,8.74,2023-11-28 19:41:12,1,1
-101.0,-58.0,-96.0,70.0,12.0,-19.06,26.19,0.02,-0.05,-3.91,8.35,2023-11-28 19:41:12,1,1
-101.0,-58.0,-96.0,73.0,-1.0,-19.06,27.0,-0.01,-0.08,-4.28,8.41,2023-11-28 19:41:12,1,1
-94.0,-58.0,-96.0,72.0,46.0,-18.94,27.25,-0.02,-0.03,-4.2,8.17,2023-11-28 19:41:12,1,1
-95.0,-58.0,-96.0,67.0,10.0,-18.81,26.87,-0.06,0.02,-4.39,8.43,2023-11-28 19:41:12,1,1
-101.0,-58.0,-96.0,64.0,0.0,-18.94,26.31,0.03,0.07,-3.95,8.54,2023-11-28 19:41:12,1,1
-95.0,-58.0,-96.0,80.0,13.0,-19.19,26.56,-0.11,0.19,-4.19,8.49,2023-11-28 19:41:12,1,1
-98.0,-58.0,-96.0,94.0,-16.0,-19.31,27.12,0.05,0.01,-4.22,8.57,2023-11-28 19:41:13,1,1
-102.0,-58.0,-96.0,110.0,126.0,-19.19,28.69,-0.12,0.06,-4.27,8.22,2023-11-28 19:41:13,1,1
-95.0,-58.0,-96.0,113.0,24.0,-18.62,29.19,-0.07,0.08,-4.13,7.91,2023-11-28 19:41:13,1,1
-99.0,-58.0,-96.0,114.0,-15.0,-17.87,30.44,-0.55,-0.0,-4.97,8.46,2023-11-28 19:41:13,1,1
-101.0,-58.0,-96.0,110.0,53.0,-16.5,31.37,-0.28,-0.23,-5.25,7.92,2023-11-28 19:41:13,1,1
-106.0,-58.0,-96.0,97.0,23.0,-16.44,31.31,0.28,-0.29,-4.62,7.73,2023-11-28 19:41:13,1,1
-106.0,-58.0,-96.0,92.0,0.0,-16.75,30.19,0.34,-0.16,-4.87,8.01,2023-11-28 19:41:13,1,1
-100.0,-58.0,-96.0,71.0,54.0,-17.19,26.31,0.14,0.08,-3.84,8.18,2023-11-28 19:41:13,1,1
-95.0,-58.0,-96.0,51.0,1.0,-17.37,23.56,0.11,0.01,-3.63,9.06,2023-11-28 19:41:13,1,1
-101.0,-58.0,-96.0,44.0,-7.0,-17.56,22.62,-0.09,-0.02,-3.43,9.26,2023-11-28 19:41:13,1,1
-102.0,-58.0,-96.0,43.0,4.0,-17.06,22.75,-0.12,-0.1,-3.54,9.12,2023-11-28 19:41:13,1,1
-106.0,-58.0,-96.0,53.0,-7.0,-16.62,23.0,-0.15,-0.07,-3.46,8.52,2023-11-28 19:41:13,1,1
