FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp,action,Hand_Health
17.0,18.0,24.0,32.0,-2.0,24.25,40.19,0.04,0.03,-5.83,6.83,2023-11-28 20:01:46,3,2
-83.0,17.0,23.0,32.0,-17.0,24.12,40.19,0.03,0.01,-5.74,6.86,2023-11-28 20:01:46,3,2
15.0,25.0,30.0,41.0,-7.0,24.06,40.31,-0.0,-0.02,-5.74,6.87,2023-11-28 20:01:46,3,2
15.0,40.0,39.0,65.0,-35.0,24.19,40.63,-0.06,-0.01,-5.62,6.97,2023-11-28 20:01:46,3,2
17.0,57.0,46.0,84.0,14.0,24.44,41.5,-0.14,0.04,-5.93,6.86,2023-11-28 20:01:46,3,2
103.0,77.0,54.0,101.0,12.0,24.87,42.63,-0.4,0.12,-6.07,6.71,2023-11-28 20:01:46,3,2
-73.0,100.0,59.0,115.0,26.0,25.69,44.56,-0.33,0.05,-5.96,6.38,2023-11-28 20:01:46,3,2
-97.0,116.0,60.0,122.0,-2.0,26.12,46.81,-0.6,0.47,-6.53,5.59,2023-11-28 20:01:46,3,2
-87.0,114.0,59.0,126.0,7.0,25.06,48.38,0.15,0.69,-6.07,5.57,2023-11-28 20:01:46,3,2
-100.0,120.0,59.0,123.0,-38.0,23.37,49.25,-0.05,0.46,-6.52,5.41,2023-11-28 20:01:46,3,2
-99.0,109.0,56.0,114.0,237.0,22.94,49.5,-0.02,0.15,-6.42,5.28,2023-11-28 20:01:46,3,2
-93.0,85.0,53.0,102.0,11.0,21.31,48.94,0.72,0.11,-7.55,5.88,2023-11-28 20:01:46,3,2
-101.0,43.0,41.0,70.0,-44.0,20.06,45.88,0.21,0.23,-6.55,6.36,2023-11-28 20:01:47,3,2
-92.0,25.0,33.0,48.0,249.0,19.69,42.88,0.15,-0.18,-6.47,7.19,2023-11-28 20:01:47,3,2
-89.0,23.0,30.0,43.0,-7.0,19.81,41.5,0.07,-0.19,-6.11,7.3,2023-11-28 20:01:47,3,2
-98.0,44.0,35.0,49.0,-49.0,20.12,41.13,-0.07,-0.2,-5.89,7.32,2023-11-28 20:01:47,3,2
-101.0,73.0,44.0,74.0,101.0,20.62,41.94,0.22,-0.54,-6.32,7.02,2023-11-28 20:01:47,3,2
-42.0,90.0,52.0,95.0,7.0,21.69,42.69,-0.05,-0.7,-6.08,6.31,2023-11-28 20:01:47,3,2
-98.0,102.0,58.0,106.0,-3.0,23.69,42.69,-0.04,-0.65,-6.23,6.68,2023-11-28 20:01:47,3,2
-90.0,112.0,61.0,110.0,271.0,24.25,42.19,0.01,-0.3,-5.88,6.65,2023-11-28 20:01:47,3,2
-87.0,112.0,61.0,111.0,19.0,24.81,42.44,0.01,-0.15,-5.87,6.97,2023-11-28 20:01:47,3,2
-101.0,108.0,61.0,109.0,0.0,24.5,43.56,0.08,0.25,-5.76,6.24,2023-11-28 20:01:47,3,2
-91.0,90.0,57.0,102.0,140.0,23.94,44.75,-0.2,0.43,-5.91,5.57,2023-11-28 20:01:47,3,2
-93.0,80.0,52.0,93.0,9.0,22.5,44.69,0.39,0.37,-5.7,5.92,2023-11-28 20:01:47,3,2
-101.0,42.0,41.0,68.0,-21.0,21.5,41.88,0.07,0.13,-5.91,6.41,2023-11-28 20:01:47,3,2
-90.0,32.0,34.0,52.0,-6.0,21.44,39.25,0.16,-0.32,-5.83,7.82,2023-11-28 20:01:47,3,2
-92.0,30.0,33.0,47.0,0.0,22.37,37.88,-0.02,-0.87,-5.52,7.72,2023-11-28 20:01:47,3,2
-100.0,49.0,37.0,56.0,67.0,26.12,37.19,-0.69,-1.52,-5.3,7.56,2023-11-28 20:01:47,3,2
-92.0,69.0,44.0,70.0,-2.0,30.69,36.25,-0.7,-1.53,-5.09,6.69,2023-11-28 20:01:47,3,2
-101.0,80.0,49.0,86.0,-23.0,34.25,35.0,-0.29,-1.34,-4.81,6.41,2023-11-28 20:01:47,3,2
41.0,81.0,52.0,89.0,212.0,36.81,32.44,-0.53,-0.95,-3.88,5.43,2023-11-28 20:01:48,3,2
-65.0,88.0,52.0,91.0,9.0,39.13,30.31,-0.12,-0.52,-3.54,6.3,2023-11-28 20:01:48,3,2
-86.0,89.0,53.0,96.0,-28.0,39.88,29.5,-0.04,-0.03,-3.31,6.74,2023-11-28 20:01:48,3,2
-81.0,95.0,52.0,99.0,36.0,39.81,30.0,0.01,0.17,-3.58,6.23,2023-11-28 20:01:48,3,2
-14.0,81.0,48.0,91.0,7.0,37.88,31.81,0.73,1.1,-3.51,6.07,2023-11-28 20:01:48,3,2
-66.0,72.0,44.0,79.0,-36.0,31.81,34.75,1.92,1.86,-5.14,6.68,2023-11-28 20:01:48,3,2
-74.0,59.0,36.0,59.0,69.0,25.0,37.75,0.81,1.84,-5.26,7.19,2023-11-28 20:01:48,3,2
-91.0,37.0,32.0,46.0,-32.0,18.0,39.81,1.11,1.6,-6.19,7.43,2023-11-28 20:01:48,3,2
-101.0,31.0,30.0,40.0,1.0,12.69,41.63,1.01,1.62,-6.4,7.63,2023-11-28 20:01:48,3,2
-88.0,58.0,37.0,47.0,-2.0,6.62,44.13,0.98,1.39,-6.8,7.26,2023-11-28 20:01:48,3,2
-92.0,93.0,49.0,71.0,7.0,1.75,46.31,1.07,1.33,-7.19,7.05,2023-11-28 20:01:48,3,2
-101.0,97.0,57.0,93.0,-2.0,-2.12,48.81,0.86,0.71,-7.61,7.09,2023-11-28 20:01:48,3,2
-90.0,102.0,58.0,102.0,251.0,-3.37,50.31,-0.0,0.08,-7.73,6.41,2023-11-28 20:01:48,3,2
-91.0,103.0,57.0,102.0,16.0,-2.5,50.25,-0.16,-0.36,-7.11,5.94,2023-11-28 20:01:48,3,2
-100.0,103.0,57.0,104.0,44.0,-1.0,50.38,-0.4,-0.42,-7.5,6.21,2023-11-28 20:01:48,3,2
-90.0,81.0,54.0,100.0,7.0,1.62,50.0,-0.96,-0.91,-7.19,6.23,2023-11-28 20:01:48,3,2
41.0,82.0,50.0,92.0,-34.0,8.19,49.06,-1.29,-1.94,-7.41,5.86,2023-11-28 20:01:48,3,2
37.0,54.0,42.0,74.0,230.0,14.75,45.94,-1.91,-1.58,-5.94,6.4,2023-11-28 20:01:48,3,2
-14.0,30.0,35.0,54.0,-3.0,21.5,41.88,-1.11,-1.62,-5.95,7.54,2023-11-28 20:01:49,3,2
-67.0,25.0,33.0,48.0,-35.0,26.56,38.94,-0.85,-1.39,-4.98,7.26,2023-11-28 20:01:49,3,2
-97.0,41.0,36.0,50.0,1.0,30.19,37.38,-0.27,-0.85,-4.83,6.98,2023-11-28 20:01:49,3,2
10.0,67.0,45.0,64.0,-1.0,31.62,37.31,-0.41,-0.29,-4.86,6.66,2023-11-28 20:01:49,3,2
-85.0,96.0,52.0,80.0,-33.0,32.63,37.88,0.07,-0.21,-5.01,6.37,2023-11-28 20:01:49,3,2
-95.0,96.0,57.0,93.0,265.0,32.56,37.81,0.25,-0.11,-4.64,6.18,2023-11-28 20:01:49,3,2
-93.0,93.0,58.0,97.0,9.0,32.0,36.63,0.45,-0.03,-4.8,6.49,2023-11-28 20:01:49,3,2
-101.0,88.0,57.0,96.0,1.0,29.81,35.13,0.86,0.14,-4.81,7.74,2023-11-28 20:01:49,3,2
-91.0,84.0,56.0,93.0,107.0,28.0,34.69,0.54,0.32,-4.53,7.33,2023-11-28 20:01:49,3,2
-91.0,75.0,51.0,87.0,10.0,25.12,36.19,0.72,0.64,-4.61,7.36,2023-11-28 20:01:49,3,2
-99.0,69.0,44.0,73.0,-40.0,21.94,38.31,0.99,1.23,-6.23,6.64,2023-11-28 20:01:49,3,2
-95.0,50.0,34.0,52.0,259.0,14.31,40.31,1.66,1.87,-6.34,7.61,2023-11-28 20:01:49,3,2
-86.0,37.0,28.0,41.0,-7.0,8.94,41.69,1.11,1.25,-6.37,7.49,2023-11-28 20:01:49,3,2
