FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp
-46.00,41.00,33.00,45.00,217.00,27.25,36.75,-0.25,-0.66,-5.23,7.45,2023-11-28 20:01:50
-39.00,64.00,42.00,56.00,-1.00,28.37,35.75,-0.07,-0.34,-4.85,6.94,2023-11-28 20:01:50
-86.00,81.00,53.00,76.00,-37.00,27.81,35.56,0.40,0.06,-4.64,6.87,2023-11-28 20:01:50
-99.00,95.00,58.00,95.00,28.00,27.00,35.94,0.24,-0.01,-5.03,7.54,2023-11-28 20:01:50
-90.00,101.00,59.00,106.00,9.00,26.50,36.06,0.27,0.19,-4.69,6.88,2023-11-28 20:01:50
-93.00,97.00,58.00,110.00,-15.00,25.87,36.44,-0.03,0.20,-5.07,6.99,2023-11-28 20:01:50
-101.00,88.00,55.00,105.00,62.00,25.69,36.63,0.00,0.10,-4.99,6.99,2023-11-28 20:01:50
-92.00,80.00,50.00,93.00,6.00,24.87,37.25,0.37,0.43,-6.09,6.85,2023-11-28 20:01:50
-92.00,58.00,40.00,69.00,-41.00,21.12,39.06,1.29,1.54,-5.74,6.92,2023-11-28 20:01:50
26.00,43.00,32.00,49.00,42.00,12.94,41.38,1.60,1.72,-6.51,7.43,2023-11-28 20:01:50
33.00,37.00,28.00,42.00,-4.00,6.19,43.38,1.91,1.57,-6.38,7.55,2023-11-28 20:01:50
-96.00,36.00,27.00,40.00,-52.00,-1.94,45.75,1.71,1.51,-6.86,6.98,2023-11-28 20:01:51
-90.00,38.00,28.00,41.00,300.00,-7.31,47.75,1.39,1.14,-7.19,6.52,2023-11-28 20:01:51
-48.00,73.00,38.00,54.00,-5.00,-11.94,49.88,0.90,0.81,-7.25,6.23,2023-11-28 20:01:51
-95.00,97.00,53.00,77.00,-55.00,-14.56,51.81,0.40,0.51,-7.16,5.55,2023-11-28 20:01:51
-84.00,111.00,58.00,90.00,328.00,-15.31,53.50,-0.26,-0.11,-7.59,5.71,2023-11-28 20:01:51
-57.00,111.00,60.00,95.00,19.00,-15.06,53.88,0.07,-0.02,-7.61,5.72,2023-11-28 20:01:51
-101.00,107.00,57.00,94.00,-10.00,-14.81,54.31,-0.05,-0.29,-7.46,5.41,2023-11-28 20:01:51
-61.00,120.00,53.00,87.00,-7.00,-12.13,54.38,-0.82,-0.91,-7.68,5.29,2023-11-28 20:01:51
-80.00,85.00,45.00,88.00,12.00,-7.31,53.19,-1.44,-1.47,-7.62,5.35,2023-11-28 20:01:51
-101.00,57.00,35.00,65.00,-11.00,0.19,49.50,-1.77,-1.78,-7.44,5.86,2023-11-28 20:01:51
48.00,39.00,29.00,51.00,28.00,7.81,45.88,-1.54,-1.99,-7.10,6.72,2023-11-28 20:01:51
33.00,35.00,27.00,43.00,-2.00,11.63,41.94,0.15,-0.98,-5.77,7.49,2023-11-28 20:01:51
-94.00,35.00,27.00,42.00,-21.00,13.13,39.69,-0.47,-0.68,-5.70,8.19,2023-11-28 20:01:51
156.00,73.00,42.00,61.00,15.00,15.75,37.75,-0.61,-0.62,-5.33,7.75,2023-11-28 20:01:51
-74.00,103.00,55.00,83.00,-41.00,18.12,37.19,-0.29,-0.39,-5.17,7.44,2023-11-28 20:01:51
43.00,121.00,62.00,94.00,198.00,19.25,37.56,-0.53,-0.26,-6.08,7.74,2023-11-28 20:01:51
-74.00,118.00,61.00,100.00,14.00,21.37,38.38,-0.77,-0.23,-4.90,6.75,2023-11-28 20:01:51
-97.00,112.00,60.00,97.00,-39.00,22.44,38.63,-0.13,0.09,-5.44,6.73,2023-11-28 20:01:51
-98.00,100.00,56.00,91.00,251.00,22.19,38.88,0.13,0.26,-5.31,6.80,2023-11-28 20:01:52
-91.00,88.00,49.00,80.00,7.00,20.12,39.25,1.47,1.40,-5.37,6.44,2023-11-28 20:01:52
-97.00,50.00,35.00,54.00,-53.00,11.69,40.31,1.99,1.74,-6.04,7.63,2023-11-28 20:01:52
215.00,31.00,25.00,40.00,19.00,3.37,42.38,1.67,1.47,-6.78,8.05,2023-11-28 20:01:52
-74.00,27.00,23.00,38.00,6.00,-2.56,45.06,1.44,1.55,-6.61,7.22,2023-11-28 20:01:52
-101.00,28.00,24.00,39.00,-20.00,-9.25,48.38,1.39,1.24,-7.04,6.35,2023-11-28 20:01:52
-38.00,44.00,29.00,46.00,-10.00,-13.50,50.69,0.51,0.73,-7.20,5.77,2023-11-28 20:01:52
-76.00,75.00,39.00,64.00,-55.00,-14.81,52.00,0.02,0.22,-7.61,5.62,2023-11-28 20:01:52
-98.00,84.00,46.00,71.00,48.00,-13.94,52.13,-0.39,-0.26,-7.40,5.62,2023-11-28 20:01:52
-18.00,94.00,53.00,81.00,-11.00,-12.50,51.81,-0.45,-0.41,-7.53,6.16,2023-11-28 20:01:52
-73.00,109.00,61.00,91.00,31.00,-9.75,52.06,-0.80,-0.55,-7.53,6.30,2023-11-28 20:01:52
-101.00,105.00,60.00,94.00,-8.00,-7.37,52.31,-0.76,-0.64,-8.22,5.85,2023-11-28 20:01:52
-82.00,99.00,58.00,91.00,-3.00,-2.37,51.00,-1.13,-1.03,-7.42,6.01,2023-11-28 20:01:52
-97.00,84.00,51.00,83.00,-49.00,3.50,49.06,-1.84,-1.30,-7.61,6.38,2023-11-28 20:01:52
-100.00,59.00,42.00,71.00,94.00,11.19,45.63,-2.13,-1.73,-6.96,6.07,2023-11-28 20:01:52
-93.00,34.00,35.00,54.00,4.00,19.19,40.69,-1.69,-1.32,-5.78,6.72,2023-11-28 20:01:52
-101.00,26.00,32.00,45.00,-34.00,25.06,36.69,-1.58,-1.32,-4.93,7.92,2023-11-28 20:01:52
-88.00,23.00,32.00,44.00,244.00,30.19,34.25,-0.94,-0.86,-4.33,7.86,2023-11-28 20:01:52
31.00,46.00,40.00,54.00,-3.00,33.06,34.25,-0.79,-0.62,-3.94,6.58,2023-11-28 20:01:53
-85.00,71.00,48.00,68.00,-37.00,36.13,35.06,-0.37,-0.74,-4.09,6.61,2023-11-28 20:01:53
-94.00,87.00,54.00,81.00,33.00,38.19,35.13,-0.57,-0.63,-3.92,5.74,2023-11-28 20:01:53
-89.00,94.00,56.00,89.00,7.00,40.81,34.88,-0.71,-0.54,-4.07,6.09,2023-11-28 20:01:53
-65.00,88.00,55.00,91.00,-8.00,42.56,34.19,-0.19,-0.11,-3.66,5.73,2023-11-28 20:01:53
-85.00,83.00,53.00,86.00,258.00,42.25,33.69,0.25,0.21,-3.47,6.16,2023-11-28 20:01:53
-70.00,73.00,49.00,76.00,4.00,37.69,34.94,2.02,1.55,-4.04,5.97,2023-11-28 20:01:53
-96.00,48.00,42.00,66.00,-1.00,29.62,36.00,2.36,1.82,-4.92,6.74,2023-11-28 20:01:53
-53.00,33.00,39.00,54.00,38.00,20.25,37.13,2.39,1.49,-5.20,7.65,2023-11-28 20:01:53
-82.00,30.00,35.00,45.00,-3.00,13.25,37.69,1.87,1.14,-5.92,7.53,2023-11-28 20:01:53
-96.00,29.00,34.00,43.00,-47.00,8.25,38.19,1.00,0.63,-5.98,7.95,2023-11-28 20:01:53
-84.00,40.00,38.00,48.00,293.00,5.50,38.75,0.81,0.50,-6.17,7.99,2023-11-28 20:01:53
-73.00,78.00,51.00,69.00,13.00,2.37,40.13,0.74,0.36,-6.39,8.20,2023-11-28 20:01:53
-95.00,98.00,57.00,87.00,8.00,1.06,42.19,0.30,0.14,-6.56,7.95,2023-11-28 20:01:53
-45.00,99.00,57.00,91.00,11.00,0.69,43.75,0.12,-0.05,-6.61,6.52,2023-11-28 20:01:53
-89.00,94.00,54.00,88.00,-53.00,0.69,44.25,-0.00,-0.22,-6.69,6.71,2023-11-28 20:01:53
-96.00,80.00,52.00,81.00,93.00,1.75,44.25,-0.44,-0.35,-6.47,6.45,2023-11-28 20:01:53
-64.00,54.00,44.00,65.00,-11.00,4.81,42.44,-1.21,-0.68,-7.13,7.15,2023-11-28 20:01:53
-73.00,31.00,38.00,53.00,9.00,9.19,39.94,-1.27,-1.14,-6.39,7.18,2023-11-28 20:01:54
-95.00,25.00,34.00,45.00,0.00,15.75,36.75,-1.40,-1.54,-4.84,8.02,2023-11-28 20:01:54
-82.00,21.00,34.00,44.00,-8.00,21.75,33.81,-1.10,-1.30,-5.01,7.88,2023-11-28 20:01:54
-89.00,21.00,32.00,42.00,-41.00,26.56,31.75,-1.18,-1.25,-4.23,7.40,2023-11-28 20:01:54
-93.00,33.00,36.00,46.00,233.00,29.75,30.25,-0.59,-0.45,-4.20,7.42,2023-11-28 20:01:54
-93.00,60.00,45.00,58.00,3.00,31.50,29.87,-0.46,-0.21,-3.65,7.18,2023-11-28 20:01:54
-101.00,88.00,53.00,75.00,-6.00,32.69,30.44,-0.36,0.05,-3.94,7.30,2023-11-28 20:01:54
-92.00,99.00,56.00,89.00,134.00,33.00,31.62,-0.10,0.25,-4.10,7.36,2023-11-28 20:01:54
-94.00,100.00,58.00,95.00,10.00,31.62,32.94,0.25,0.56,-4.29,6.96,2023-11-28 20:01:54
-101.00,92.00,55.00,89.00,-40.00,29.69,34.19,0.59,0.70,-4.50,6.81,2023-11-28 20:01:54
-95.00,86.00,51.00,80.00,279.00,25.87,36.00,0.71,0.86,-5.18,7.05,2023-11-28 20:01:54
-92.00,58.00,42.00,63.00,12.00,21.94,37.06,1.78,1.25,-5.06,6.64,2023-11-28 20:01:54
-101.00,41.00,34.00,48.00,0.00,14.50,38.38,1.83,1.39,-5.99,7.90,2023-11-28 20:01:54
-83.00,36.00,32.00,42.00,-12.00,7.56,39.81,1.47,0.97,-5.99,7.85,2023-11-28 20:01:54
-102.00,48.00,35.00,46.00,-52.00,2.31,41.19,1.18,0.87,-6.46,7.79,2023-11-28 20:01:54
-93.00,75.00,47.00,62.00,326.00,-0.81,42.69,0.85,0.69,-6.54,7.66,2023-11-28 20:01:54
-74.00,94.00,55.00,79.00,0.00,-2.94,45.06,0.25,0.28,-7.10,7.37,2023-11-28 20:01:54
-88.00,93.00,59.00,91.00,-51.00,-2.87,46.38,-0.41,0.09,-6.74,6.89,2023-11-28 20:01:55
-100.00,88.00,57.00,91.00,40.00,-2.87,47.25,-0.08,0.06,-6.98,6.43,2023-11-28 20:01:55
-71.00,85.00,54.00,84.00,-3.00,-2.06,47.75,-0.50,-0.31,-7.18,6.36,2023-11-28 20:01:55
-100.00,72.00,46.00,77.00,-53.00,2.75,46.31,-1.91,-1.01,-7.26,6.29,2023-11-28 20:01:55
-82.00,45.00,38.00,61.00,88.00,8.31,43.13,-1.06,-0.90,-7.12,7.12,2023-11-28 20:01:55
-83.00,31.00,35.00,48.00,-3.00,12.75,40.25,-1.46,-1.19,-6.47,7.17,2023-11-28 20:01:55
-101.00,24.00,33.00,44.00,-2.00,18.69,36.31,-1.38,-1.38,-5.28,7.83,2023-11-28 20:01:55
-89.00,20.00,32.00,40.00,-9.00,23.50,33.44,-1.16,-1.24,-4.44,7.28,2023-11-28 20:01:55
-93.00,23.00,33.00,41.00,-4.00,26.62,30.81,-0.26,-0.81,-3.95,7.63,2023-11-28 20:01:55
-101.00,40.00,38.00,46.00,-18.00,28.50,29.37,-0.57,-0.67,-4.06,7.71,2023-11-28 20:01:55
-93.00,71.00,49.00,67.00,253.00,30.50,28.56,-0.36,-0.24,-3.63,7.03,2023-11-28 20:01:55
-93.00,95.00,54.00,87.00,8.00,31.06,29.25,0.03,-0.09,-4.29,8.12,2023-11-28 20:01:55
-101.00,111.00,58.00,95.00,-2.00,31.00,30.81,0.02,0.27,-3.87,7.11,2023-11-28 20:01:55
-93.00,109.00,56.00,95.00,8.00,30.00,32.50,0.17,0.43,-4.16,6.88,2023-11-28 20:01:55
-94.00,100.00,53.00,87.00,-18.00,28.87,33.81,0.32,0.50,-4.50,6.72,2023-11-28 20:01:55
-99.00,67.00,45.00,75.00,221.00,26.19,35.25,0.45,0.54,-4.60,6.55,2023-11-28 20:01:55
-91.00,32.00,39.00,55.00,-3.00,23.75,35.63,0.88,0.81,-5.22,7.25,2023-11-28 20:01:55
-92.00,26.00,35.00,43.00,-38.00,18.69,36.69,1.14,0.97,-5.34,8.05,2023-11-28 20:01:55
-101.00,22.00,32.00,37.00,-3.00,14.69,37.94,1.07,0.90,-6.38,7.81,2023-11-28 20:01:56
-80.00,31.00,33.00,38.00,-6.00,9.25,39.81,1.25,1.08,-6.29,7.50,2023-11-28 20:01:56
-85.00,51.00,43.00,47.00,3.00,4.94,41.44,1.07,0.98,-6.22,7.44,2023-11-28 20:01:56
-100.00,80.00,53.00,68.00,7.00,1.00,43.56,0.57,0.72,-6.71,7.44,2023-11-28 20:01:56
-81.00,91.00,56.00,81.00,-1.00,-1.69,45.38,0.67,0.45,-6.86,7.07,2023-11-28 20:01:56
-98.00,97.00,58.00,88.00,-56.00,-2.44,46.75,0.10,0.10,-7.21,6.76,2023-11-28 20:01:56
-77.00,86.00,54.00,78.00,278.00,-1.69,47.13,-0.29,-0.29,-7.06,6.36,2023-11-28 20:01:56
-83.00,70.00,48.00,66.00,-2.00,-0.31,46.50,-0.46,-0.50,-6.78,6.25,2023-11-28 20:01:56
-99.00,43.00,41.00,53.00,-56.00,3.69,44.06,-1.18,-1.19,-7.01,7.33,2023-11-28 20:01:56
-98.00,30.00,35.00,45.00,254.00,9.31,41.56,-1.60,-1.74,-6.25,7.58,2023-11-28 20:01:56
-91.00,25.00,32.00,39.00,-9.00,16.62,38.13,-1.11,-1.48,-5.63,7.65,2023-11-28 20:01:56
-101.00,23.00,32.00,38.00,-25.00,20.87,35.19,-0.54,-0.97,-4.96,7.81,2023-11-28 20:01:56
-93.00,25.00,34.00,42.00,257.00,23.44,33.50,-0.55,-0.76,-4.56,7.81,2023-11-28 20:01:56
-93.00,48.00,45.00,58.00,7.00,26.56,32.56,-0.76,-0.48,-4.40,7.47,2023-11-28 20:01:56
-100.00,90.00,53.00,73.00,90.00,28.44,32.69,-0.47,-0.14,-4.75,7.58,2023-11-28 20:01:56
-92.00,114.00,58.00,88.00,7.00,29.69,33.06,-0.20,-0.02,-3.94,6.71,2023-11-28 20:01:56
-96.00,109.00,62.00,102.00,-33.00,29.19,34.19,0.07,0.25,-4.33,7.14,2023-11-28 20:01:56
-101.00,106.00,61.00,99.00,27.00,28.25,35.31,0.31,0.49,-4.85,6.88,2023-11-28 20:01:56
-91.00,94.00,54.00,88.00,5.00,25.37,36.25,0.82,0.68,-4.76,6.73,2023-11-28 20:01:57
-93.00,73.00,47.00,72.00,10.00,23.06,36.19,0.44,0.54,-5.25,6.84,2023-11-28 20:01:57
-99.00,43.00,34.00,50.00,205.00,20.87,35.63,0.47,0.34,-5.24,7.47,2023-11-28 20:01:57
-91.00,29.00,27.00,39.00,-8.00,19.75,35.50,0.25,0.24,-5.03,7.88,2023-11-28 20:01:57
-101.00,25.00,25.00,32.00,-52.00,18.12,36.31,0.34,0.66,-5.22,7.93,2023-11-28 20:01:57
-83.00,24.00,23.00,30.00,-14.00,15.06,38.31,0.51,0.84,-5.61,7.82,2023-11-28 20:01:57
-88.00,23.00,23.00,29.00,-3.00,12.94,40.13,0.34,0.73,-5.77,7.19,2023-11-28 20:01:57
-101.00,24.00,22.00,29.00,-32.00,10.25,41.81,0.53,0.72,-6.22,6.92,2023-11-28 20:01:57
-85.00,23.00,26.00,30.00,282.00,7.56,42.81,0.56,0.65,-6.43,6.69,2023-11-28 20:01:57
-80.00,42.00,36.00,39.00,-14.00,4.44,43.88,0.29,0.62,-6.25,6.93,2023-11-28 20:01:57
-97.00,68.00,47.00,61.00,-57.00,3.19,45.00,-0.08,0.41,-6.88,7.09,2023-11-28 20:01:57
-77.00,82.00,52.00,76.00,303.00,2.44,46.13,0.12,0.17,-6.92,6.83,2023-11-28 20:01:57
-81.00,80.00,52.00,83.00,14.00,2.19,46.81,0.00,0.01,-6.98,6.62,2023-11-28 20:01:57
-101.00,79.00,51.00,76.00,-17.00,2.25,47.19,0.04,-0.10,-6.99,6.67,2023-11-28 20:01:57
-76.00,70.00,47.00,67.00,-13.00,2.69,46.88,-0.14,-0.31,-6.96,6.74,2023-11-28 20:01:57
-85.00,57.00,40.00,59.00,8.00,4.50,45.75,-0.41,-0.79,-6.84,7.01,2023-11-28 20:01:57
-101.00,38.00,36.00,51.00,-16.00,7.94,43.69,-0.53,-1.12,-6.56,7.06,2023-11-28 20:01:57
-86.00,30.00,35.00,45.00,60.00,11.00,41.69,-0.46,-1.17,-6.20,7.23,2023-11-28 20:01:57
-92.00,40.00,36.00,44.00,-6.00,14.63,39.56,-0.40,-1.04,-5.83,7.77,2023-11-28 20:01:58
-101.00,58.00,42.00,52.00,-46.00,16.75,38.06,-0.20,-0.83,-5.60,7.53,2023-11-28 20:01:58
-90.00,75.00,48.00,63.00,-5.00,18.87,36.50,-0.14,-0.78,-5.13,8.24,2023-11-28 20:01:58
-96.00,87.00,53.00,79.00,-37.00,21.25,35.81,-0.47,-0.44,-4.93,7.13,2023-11-28 20:01:58
-101.00,94.00,57.00,90.00,21.00,22.25,35.69,-0.07,-0.22,-4.43,7.10,2023-11-28 20:01:58
-93.00,96.00,58.00,92.00,5.00,23.12,36.06,-0.31,0.21,-4.93,7.23,2023-11-28 20:01:58
-100.00,88.00,54.00,83.00,-42.00,23.44,36.56,-0.25,0.18,-4.84,7.34,2023-11-28 20:01:58
-99.00,83.00,50.00,79.00,203.00,22.37,37.56,0.47,0.76,-4.77,6.58,2023-11-28 20:01:58
-91.00,57.00,43.00,63.00,-1.00,18.37,39.00,0.99,1.42,-5.60,7.25,2023-11-28 20:01:58
-89.00,42.00,35.00,51.00,-37.00,13.31,40.50,0.61,1.25,-5.85,7.55,2023-11-28 20:01:58
-101.00,36.00,30.00,44.00,1.00,10.00,42.00,0.58,1.13,-6.27,7.35,2023-11-28 20:01:58
-82.00,36.00,30.00,41.00,-9.00,6.12,43.81,0.41,1.24,-6.82,7.37,2023-11-28 20:01:58
-101.00,33.00,31.00,41.00,-58.00,2.31,45.19,0.40,1.19,-6.76,6.83,2023-11-28 20:01:58
-88.00,48.00,40.00,48.00,307.00,-0.63,45.94,0.53,0.80,-6.40,6.77,2023-11-28 20:01:58
-65.00,84.00,53.00,72.00,17.00,-1.87,46.50,-0.31,0.40,-7.26,7.10,2023-11-28 20:01:58
-92.00,103.00,58.00,85.00,-22.00,-1.50,46.88,-0.19,-0.21,-6.93,7.05,2023-11-28 20:01:58
255.00,88.00,58.00,89.00,312.00,0.00,47.25,-0.28,-0.48,-6.85,6.84,2023-11-28 20:01:58
-55.00,90.00,54.00,81.00,1.00,2.12,47.31,-0.43,-0.91,-7.17,6.51,2023-11-28 20:01:58
