FLex_Sensor1,FLex_Sensor2,FLex_Sensor3,FLex_Sensor4,FLex_Sensor5,Orient_Y,Orient_Z,Gyro_Y,Gyro_Z,Accel_Y,Accel_Z,timestamp,action,Hand_Health
-106.0,-57.0,-96.0,23.0,66.0,2.81,10.5,0.01,0.01,-1.62,9.65,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,25.0,13.0,2.81,10.56,0.0,0.01,-1.72,9.63,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,20.0,-54.0,2.81,10.69,0.01,0.01,-1.68,9.66,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,24.0,166.0,2.81,10.81,0.01,-0.02,-1.64,9.75,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,24.0,17.0,2.81,11.06,0.05,-0.03,-1.88,9.54,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,24.0,-52.0,2.5,11.75,0.16,-0.02,-1.88,9.71,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,23.0,37.0,1.75,13.56,0.27,0.04,-1.96,9.76,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,31.0,-67.0,1.06,16.19,0.13,0.12,-2.69,9.51,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,38.0,358.0,0.69,19.25,0.09,0.04,-3.03,9.18,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,41.0,16.0,0.25,21.81,0.15,0.03,-3.52,9.32,2023-11-28 18:11:25,1,0
-106.0,-58.0,-96.0,50.0,-69.0,-0.13,23.62,0.16,-0.01,-3.86,8.96,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,59.0,279.0,-0.38,25.37,0.1,-0.11,-4.11,8.97,2023-11-28 18:11:25,1,0
-106.0,-57.0,-96.0,61.0,70.0,-0.63,26.19,0.09,-0.13,-4.65,8.79,2023-11-28 18:11:26,1,0
-106.0,-58.0,-96.0,65.0,-61.0,-0.81,26.44,0.21,-0.15,-4.43,8.27,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,65.0,172.0,-1.12,26.0,0.07,-0.12,-4.4,9.13,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,68.0,25.0,-0.94,25.81,-0.09,-0.02,-3.94,9.07,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,78.0,58.0,-0.75,26.19,-0.1,-0.01,-4.29,8.86,2023-11-28 18:11:26,1,0
-106.0,-58.0,-96.0,79.0,84.0,-0.63,26.5,-0.11,0.04,-4.28,8.84,2023-11-28 18:11:26,1,0
-106.0,-57.0,-95.0,78.0,28.0,-0.5,26.56,-0.05,0.0,-4.29,8.99,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,86.0,-44.0,-0.38,26.5,-0.06,-0.03,-4.41,9.06,2023-11-28 18:11:26,1,0
-106.0,-58.0,-95.0,92.0,235.0,-0.19,26.62,-0.01,0.01,-4.27,8.72,2023-11-28 18:11:26,1,0
-106.0,-57.0,-95.0,94.0,32.0,-0.13,26.5,-0.05,-0.02,-4.39,9.01,2023-11-28 18:11:26,1,0
-106.0,-57.0,-95.0,92.0,-19.0,0.0,26.44,-0.01,-0.02,-4.26,8.89,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,98.0,64.0,0.13,26.37,0.0,0.05,-4.22,9.02,2023-11-28 18:11:26,1,0
-106.0,-58.0,-96.0,96.0,-62.0,0.25,26.31,-0.03,-0.0,-4.29,8.85,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,98.0,196.0,0.44,26.19,-0.07,-0.01,-4.25,8.9,2023-11-28 18:11:26,1,0
-106.0,-57.0,-96.0,96.0,35.0,0.56,26.06,-0.04,-0.01,-4.38,9.07,2023-11-28 18:11:26,1,0
-106.0,-58.0,-96.0,100.0,-70.0,0.81,26.06,-0.11,0.02,-4.31,9.01,2023-11-28 18:11:26,1,0
-106.0,-57.0,-95.0,102.0,343.0,1.0,26.0,-0.06,0.02,-4.15,8.87,2023-11-28 18:11:26,1,0
